Table,Field,Code,QC Name,QC Description,Message,Expression,Type of QC,Level Error,Creation Mode,Status,Valid
"AggregatedData","resultQualityNumberOfSamplesBelowLOQ","01f1_mandatory_resultQualityNumberOfSamplesBelowLOQ_determinand_missing","Mandatory resultQualityNumberOfSamplesBelowLOQ determinand test - missing unjustified","Tests that the resultQualityNumberOfSamplesBelowLOQ is reported for determinands where it is mandatory, if its absence is not justified by an appropriate resultObservationStatus flag ('L','M','N','O','Z').","The resultQualityNumberOfSamplesBelowLOQ is mandatory for the reported determinand, but it is missing without a proper justification.","SELECT D.record_id
FROM dataset_74231.""aggregateddata"" as D
LEFT JOIN (
  SELECT *
  FROM dataset_74232.""observedproperty_qc_reference""
  WHERE ""tablename"" = 'AggregatedData'
) as R
  ON D.""observedpropertydeterminandcode"" = R.""observedpropertydeterminandcode""
  AND LEFT(D.""procedureanalysedmatrix"",1) = R.""procedureanalysedmatrix""
WHERE (D.""resultqualitynumberofsamplesbelowloq"" IS NULL OR D.""resultqualitynumberofsamplesbelowloq"" = '')
  AND R.""loqmandatory"" = 1
  AND (
    D.""resultobservationstatus"" NOT IN ('L','M','N','O','Z')
    OR D.""resultobservationstatus"" IS NULL
    OR D.""resultobservationstatus"" = ''
  )","FIELD","BLOCKER","false","true","true"
"AggregatedData","resultQualityNumberOfSamplesBelowLOQ","01f2_mandatory_resultQualityNumberOfSamplesBelowLOQ_belowLOQ_missing","Mandatory resultQualityNumberOfSamplesBelowLOQ BelowLOQ test - missing unjustified","Tests that the resultQualityNumberOfSamplesBelowLOQ is reported if any of the BelowLOQ flags is true, if its absence is not justified by an appropriate resultObservationStatus flag ('L','M','N','O','Z'), or if LOQ is inapplicable for the reported determinand.","The resultQualityNumberOfSamplesBelowLOQ is mandatory because at least one of the BelowLOQ flags is true, but it is missing without a proper justification.","SELECT D.record_id
FROM dataset_74231.""aggregateddata"" as D
LEFT JOIN (
  SELECT *
  FROM dataset_74232.""observedproperty_qc_reference""
  WHERE ""tablename"" = 'AggregatedData'
) as R
  ON D.""observedpropertydeterminandcode"" = R.""observedpropertydeterminandcode""
  AND LEFT(D.""procedureanalysedmatrix"",1) = R.""procedureanalysedmatrix""
WHERE (D.""resultqualitynumberofsamplesbelowloq"" IS NULL
OR  D.""resultqualitynumberofsamplesbelowloq"" = '')
  AND (
    ""resultqualityminimumbelowloq"" = '1'
    OR  ""resultqualitymeanbelowloq"" = '1'
    OR  ""resultqualitymaximumbelowloq"" = '1'
    OR  ""resultqualitymedianbelowloq"" = '1'
  )
  AND R.""loqmandatory"" <> -1
  AND (
    D.""resultobservationstatus"" NOT IN ('L','M','N','O','Z')
    OR D.""resultobservationstatus"" IS NULL
    OR D.""resultobservationstatus"" = ''
  )
","FIELD","BLOCKER","false","true","true"
"AggregatedData","resultQualityNumberOfSamplesBelowLOQ","02a2_conflict_resultQualityNumberOfSamplesBelowLOQ_inapplicable_reported","Conflicting values test - resultQualityNumberOfSamplesBelowLOQ - inapplicable reported","Tests that the resultQualityNumberOfSamplesBelowLOQ is not reported for determinands for which it is inapplicable.","The resultQualityNumberOfSamplesBelowLOQ is reported for a determinand where it is inapplicable.","SELECT D.record_id
FROM dataset_74231.""aggregateddata"" as D
INNER JOIN (
  SELECT *
  FROM dataset_74232.""observedproperty_qc_reference""
  WHERE ""tablename"" = 'AggregatedData'
    AND ""loqmandatory"" = -1
) as R
  ON D.""observedpropertydeterminandcode"" = R.""observedpropertydeterminandcode""
  AND LEFT(D.""procedureanalysedmatrix"",1) = R.""procedureanalysedmatrix""
WHERE D.""resultqualitynumberofsamplesbelowloq"" IS NOT NULL
AND D.""resultqualitynumberofsamplesbelowloq"" <>''
  AND (
    D.""resultobservationstatus"" NOT IN ('Z')
    OR D.""resultobservationstatus"" IS NULL
    OR D.""resultobservationstatus"" = ''
  )
","FIELD","BLOCKER","false","true","true"
"AggregatedData","resultQualityNumberOfSamplesBelowLOQ","07b_constraints_resultQualityNumberOfSamplesBelowLOQ","Value constraints test - resultQualityNumberOfSamplesBelowLOQ","Tests that values match the constraints specified in dataset definitions: resultQualityNumberOfSamplesBelowLOQ >= 0","The value fails the rule: resultQualityNumberOfSamplesBelowLOQ >= 0","SELECT record_id
FROM dataset_74231.""aggregateddata""
WHERE COALESCE(""resultobservationstatus"",'') <>'Z'
  AND ISNUMERIC( ""resultqualitynumberofsamplesbelowloq"")
  AND CAST(""resultqualitynumberofsamplesbelowloq"" AS NUMERIC(32,16)) < 0","FIELD","BLOCKER","false","true","true"
"AggregatedData","monitoringSiteIdentifier","04a_spatialIdentifier_country","Monitoring site identifier test - country code","Tests that the country code part of the monitoringSiteIdentifier value matches the one of the reporting country.","The monitoringSiteIdentifier doesn't match the reporting country. It should start with '{%R3_COUNTRY_CODE%}'.","SELECT record_id
  --,'{%R3_COUNTRY_CODE%}' as cc 
FROM dataset_74231.""aggregateddata"" 
WHERE LEFT(""monitoringsiteidentifier"",2) <> '{%R3_COUNTRY_CODE%}'","FIELD","BLOCKER","false","true","true"
"AggregatedData","monitoringSiteIdentifier","04b_spatialIdentifier_format","Monitoring site identifier test - format","Tests correctness of the spatialUnitIdentifier value format.","The monitoringSiteIdentifier value has incorrect format.","SELECT record_id 
FROM dataset_74231.""aggregateddata""
WHERE 
NOT REGEXP_LIKE(""monitoringsiteidentifier"", '^[A-Z]{2}[0-9A-Z]{1}([0-9A-Z_\-]{0,38}[0-9A-Z]{1}){0,1}$')
  OR 
NOT REGEXP_LIKE(""monitoringsiteidentifier"", '^([A-Z0-9](\-|_)?)+$')","FIELD","BLOCKER","false","true","true"
"AggregatedData","procedureAnalysedMatrix","06b_coherence_procedureAnalysedMatrix","Coherence test - procedureAnalysedMatrix","Tests that table contains only Water data.","Biota and Sediment data can not be reported in this table.","SELECT record_id
FROM dataset_74231.""aggregateddata"" 
WHERE LEFT(""procedureanalysedmatrix"", 1) <> 'W'","FIELD","BLOCKER","false","true","true"
"AggregatedData","resultStandardDeviationValue","07c_constraints_resultStandardDeviationValue","Value constraints test - resultStandardDeviationValue","Tests that values match the constraints specified in dataset definitions: resultStandardDeviationValue >= 0","The value fails the rule: resultStandardDeviationValue >= 0","SELECT record_id
FROM dataset_74231.""aggregateddata""
WHERE COALESCE(""resultobservationstatus"",'') <>'Z'
  AND ISNUMERIC(""resultstandarddeviationvalue"") 
  AND CAST(""resultstandarddeviationvalue"" AS NUMERIC(32,16)) < 0","FIELD","BLOCKER","false","true","true"
"AggregatedData","parameterSampleDepth","07d_constraints_parameterSampleDepth","Value constraints test - parameterSampleDepth","Tests that values match the constraints specified in dataset definitions: parameterSampleDepth >= 0 and < 11000","The value fails the rule: parameterSampleDepth >= 0 and < 11000","SELECT record_id
FROM dataset_74231.""aggregateddata""
WHERE COALESCE(""resultobservationstatus"",'') <>'Z'
  AND ISNUMERIC(""parametersampledepth"") 
  AND (
    CAST(""parametersampledepth"" AS NUMERIC(32,16)) < 0 
    OR CAST(""parametersampledepth"" AS NUMERIC(32,16)) >= 11000
  )","FIELD","BLOCKER","false","true","true"
"AggregatedData","phenomenonTimeReferenceYear","07e_constraints_phenomenonTimeReferenceYear","Value constraints test - phenomenonTimeReferenceYear","Tests that phenomenonTimeReferenceYear value is within the expected range.","The phenomenonTimeReferenceYear is outside the expected range.","WITH 
refYear as (
  SELECT n.""metadatavalueinteger"" as yearMin 
    , x.""metadatavalueinteger"" as yearMax 
  FROM dataset_74232.""dataflowmetadata"" as n 
  CROSS JOIN dataset_74232.""dataflowmetadata"" as x 
  WHERE n.""metadatacode"" = 'referenceYearMin' 
  AND x.""metadatacode"" = 'referenceYearMax' 
) 

SELECT d.record_id 
FROM dataset_74231.""aggregateddata"" as d 
CROSS JOIN refYear 
WHERE d.""phenomenontimereferenceyear"" < refYear.yearMin 
  OR d.""phenomenontimereferenceyear""> refYear.yearMax 
 ","FIELD","WARNING","false","true","true"
"AggregatedData","resultMinimumValue","08a1_limit_resultMinimumValue_acceptable","Value limit test - resultMinimumValue - acceptable limits","Tests that the resultMinimumValue follows acceptable limits for the respective observed property determinands.","The reported resultMinimumValue is outside the acceptable limits ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') <>'Z'
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultminimumvalue"" IS NOT NULL 
  AND rep.""resultminimumvalue""<>''
  AND (
    ( 
      refer.""limitminqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","BLOCKER","false","true","true"
"AggregatedData","resultMinimumValue","08b1_limit_resultMinimumValue_expected","Value limit test - resultMinimumValue - expected range","Tests that the resultMinimumValue is within the commonly expected range for the respective observed property determinands.","The reported resultMinimumValue is outside the the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') NOT IN ('Z','A')
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultminimumvalue"" IS NOT NULL 
  AND rep.""resultminimumvalue"" <>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","WARNING","false","true","true"
"AggregatedData","resultMinimumValue","08c1_limit_resultMinimumValue_confirmed","Value limit test - resultMinimumValue - confirmed outlier","Detects records with confirmed resultMinimumValue outside the commonly expected range for the respective observed property determinands.","The reported resultMinimumValue is a confirmed outlier outside the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE rep.""resultobservationstatus""='A'
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultminimumvalue"" IS NOT NULL 
  AND rep.""resultminimumvalue""<>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultminimumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","INFO","false","true","true"
"AggregatedData","resultMeanValue","08a2_limit_resultMeanValue_acceptable","Value limit test - resultMeanValue - acceptable limits","Tests that the resultMeanValue follows acceptable limits for the respective observed property determinands.","The reported resultMeanValue is outside the acceptable limits ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') <>'Z'
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultmeanvalue"" IS NOT NULL 
  AND rep.""resultmeanvalue"" <>''
  AND (
    ( 
      refer.""limitminqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","BLOCKER","false","true","true"
"AggregatedData","resultMeanValue","08b2_limit_resultMeanValue_expected","Value limit test - resultMeanValue - expected range","Tests that the resultMeanValue is within the commonly expected range for the respective observed property determinands.","The reported resultMeanValue is outside the the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') NOT IN ('Z','A')
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultmeanvalue"" IS NOT NULL 
  AND rep.""resultmeanvalue"" <> ''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","WARNING","false","true","true"
"AggregatedData","resultMeanValue","08c2_limit_resultMeanValue_confirmed","Value limit test - resultMeanValue - confirmed outlier","Detects records with confirmed resultMeanValue outside the commonly expected range for the respective observed property determinands.","The reported resultMeanValue is a confirmed outlier outside the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE rep.""resultobservationstatus""='A'
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultmeanvalue"" IS NOT NULL 
  AND rep.""resultmeanvalue""<>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16))> CAST(refer.""limitmax"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmeanvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","INFO","false","true","true"
"AggregatedData","resultMaximumValue","08a3_limit_resultMaximumValue_acceptable","Value limit test - resultMaximumValue - acceptable limits","Tests that the resultMaximumValue follows acceptable limits for the respective observed property determinands.","The reported resultMaximumValue is outside the acceptable limits ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') <>'Z'
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultmaximumvalue"" IS NOT NULL 
  AND rep.""resultmaximumvalue"" <>''
  AND (
    ( 
      refer.""limitminqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" = 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16))) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","BLOCKER","false","true","true"
"AggregatedData","resultMaximumValue","08b3_limit_resultMaximumValue_expected","Value limit test - resultMaximumValue - expected range","Tests that the resultMaximumValue is within the commonly expected range for the respective observed property determinands.","The reported resultMaximumValue is outside the the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE COALESCE(rep.""resultobservationstatus"",'') NOT IN ('Z','A')
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultmaximumvalue"" IS NOT NULL
  AND rep.""resultmaximumvalue"" <>'' 
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16))< CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16))) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","WARNING","false","true","true"
"AggregatedData","resultMaximumValue","08c3_limit_resultMaximumValue_confirmed","Value limit test - resultMaximumValue - confirmed outlier","Detects records with confirmed resultMaximumValue outside the commonly expected range for the respective observed property determinands.","The reported resultMaximumValue is a confirmed outlier outside the commonly expected range ({%minoperator%}{%limitmin%} and {%maxoperator%}{%limitmax%}).","SELECT rep.record_id 
  , CASE refer.""limitmininclusive"" 
    WHEN '1' THEN '>=' 
    ELSE '>' 
  END AS minoperator 
  , CASE refer.""limitmaxinclusive"" 
    WHEN '1' THEN '<=' 
    ELSE '<' END AS maxoperator 
  , refer.""limitmin"" 
  , refer.""limitmax"" 
FROM dataset_74231.""aggregateddata"" as rep 
INNER JOIN dataset_74232.""observedproperty_qc_reference"" as refer 
  ON rep.""observedpropertydeterminandcode"" = refer.""observedpropertydeterminandcode"" 
  AND LEFT(rep.""procedureanalysedmatrix"",1) = refer.""procedureanalysedmatrix"" 
WHERE rep.""resultobservationstatus""='A'
  AND refer.""tablename"" = 'AggregatedData'
  AND rep.""resultmaximumvalue"" IS NOT NULL 
  AND rep.""resultmaximumvalue""<>''
  AND (
    ( 
      refer.""limitminqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmininclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) < CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmininclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) <= CAST(refer.""limitmin"" AS NUMERIC(32,16)) ) 
      )
    ) 
    OR ( 
      refer.""limitmaxqclevel"" <> 'BLOCKER' 
      AND ( 
        ( refer.""limitmaxinclusive"" = '1' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) > CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
        OR ( refer.""limitmaxinclusive"" = '0' AND CAST(rep.""resultmaximumvalue"" AS NUMERIC(32,16)) >= CAST(refer.""limitmax"" AS NUMERIC(32,16)) ) 
      )
    )
  )","FIELD","INFO","false","true","true"
